serverTime,phoneTime,deviceId,lat,lon,acc,speed,ts
2018-01-11T11:42:05Z,2018-01-11T11:39:58Z,e8dd195b,-26.112566,28.053553,48.0,0.29579332,2018-01-11T07:47:24Z
2018-01-11T11:40:48Z,2018-01-11T11:40:14Z,756795e5,0,0,0,0,0
2018-01-11T11:42:49Z,2018-01-11T11:40:47Z,04548002,-26.112407880040333,28.05273228341551,65.0,-1.0,2018-01-11T10:49:36Z
2018-01-11T11:41:45Z,2018-01-11T11:41:38Z,5F29D79A,-26.1124896890105,28.053427953113967,65.0,-1.0,2018-01-11T11:41:43Z
2018-01-11T11:44:59Z,2018-01-11T11:42:52Z,7f996b64,-26.113216,28.053093,48.0,0.0,2018-01-11T05:23:37Z
2018-01-11T12:26:59Z,2018-01-11T11:43:01Z,668CF55A,-26.112560791524913,28.053515301345723,65.0,-1.0,2018-01-11T12:26:57Z
2018-01-11T12:27:02Z,2018-01-11T11:43:21Z,09462293,-26.11251452385697,28.05342691120185,65.0,-1.0,2018-01-11T12:27:02Z
2018-01-11T16:45:57Z,2018-01-11T16:45:20Z,26E26DE9,0,0,0,0,0
2018-01-11T16:47:26Z,2018-01-11T16:45:18Z,aeb037f5,-26.106573,28.074724,16.037209,0.28634563,2018-01-11T04:51:13Z
2018-01-11T16:48:37Z,2018-01-11T16:48:34Z,18E4035C,-26.112503588611784,28.053463428318373,65.0,-1.0,2018-01-11T16:48:37Z
2018-01-11T16:45:51Z,2018-01-11T16:45:37Z,5785BFD2,-26.112511828238095,28.053472047382893,65.0,-1.0,2018-01-11T16:45:49Z
2018-01-11T16:54:04Z,2018-01-11T16:45:57Z,99F965CB,-26.1125350976606,28.053104644667407,30.0,-1.0,2018-01-11T16:45:56Z
2018-01-11T23:05:23Z,2018-01-11T16:45:18Z,9997c408,-26.097836,27.971767,30.34,0.0,2018-01-11T23:05:23Z
2018-01-15T14:03:05Z,2018-01-15T14:02:31Z,ee3a10ff,0,0,0,0,0
2018-01-15T14:02:11Z,2018-01-15T14:02:06Z,0FA51924,-26.112488085176693,28.053495302258803,65.0,-1.0,2018-01-15T14:02:11Z
2018-01-15T14:02:06Z,2018-01-15T14:02:04Z,D864F78B,-26.11248354035148,28.053472191312917,64.0,-1.0,2018-01-15T14:02:05Z
2018-01-15T14:02:06Z,2018-01-15T14:02:04Z,BF872527,-26.112494801745836,28.053497472790983,65.0,-1.0,2018-01-15T14:02:05Z
2018-01-15T14:02:12Z,2018-01-15T14:02:06Z,422A9457,-26.11246487182308,28.0534545602656,65.0,-1.0,2018-01-15T14:02:12Z
2018-01-15T14:02:37Z,2018-01-15T14:02:04Z,26E26DE9,0,0,0,0,0
2018-01-15T14:02:10Z,2018-01-15T14:02:08Z,22CBEA39,-26.112510909113222,28.053447995158454,65.0,-1.0,2018-01-15T14:02:08Z
2018-01-15T14:02:11Z,2018-01-15T14:02:07Z,09462293,-26.112500730192885,28.053461892065123,64.0,-1.0,2018-01-15T14:02:08Z
2018-01-15T14:02:54Z,2018-01-15T14:02:07Z,e8dd195b,-26.110947,28.053965,250.0,1.9186794,2018-01-15T14:02:52Z
2018-01-15T14:02:11Z,2018-01-15T14:02:07Z,DBB4FDF7,-26.112500730192885,28.053461892065123,64.0,-1.0,2018-01-15T14:02:08Z
2018-01-15T14:03:39Z,2018-01-15T14:03:31Z,B9F4386C,-26.112540604637346,28.05343670155843,65.0,-1.0,2018-01-15T14:03:39Z
2018-01-15T14:05:28Z,2018-01-15T14:04:53Z,A0D82572,0,0,0,0,0
2018-01-15T14:03:24Z,2018-01-15T14:03:15Z,2BD5E353,-26.112532037785382,28.053503090967904,65.0,-1.0,2018-01-15T14:03:22Z
2018-01-15T14:03:06Z,2018-01-15T14:02:24Z,CE462701,-26.11249343413024,28.053276833153994,65.0,-1.0,2018-01-15T14:02:29Z
2018-01-15T14:02:12Z,2018-01-15T14:02:09Z,18E4035C,-26.112503981734324,28.053459371097617,65.0,-1.0,2018-01-15T14:02:09Z
2018-01-15T14:03:43Z,2018-01-15T14:03:08Z,ee2d94c0,0,0,0,0,0
2018-01-15T14:02:37Z,2018-01-15T14:02:33Z,ec34a42e,0,0,0,0,0
2018-01-15T14:02:42Z,2018-01-15T14:02:02Z,A0D82572,0,0,0,0,0
2018-01-15T14:02:07Z,2018-01-15T14:02:04Z,D76FF919,-26.11244846025767,28.053328512253202,65.0,-1.0,2018-01-15T14:02:05Z
2018-01-15T14:04:19Z,2018-01-15T14:03:47Z,351cc11e,0,0,0,0,0
2018-01-15T14:02:06Z,2018-01-15T14:02:05Z,25887E8C,-26.11243264962459,28.05333076511966,65.0,-1.0,2018-01-15T14:02:06Z
2018-01-15T14:02:14Z,2018-01-15T14:02:06Z,C876ED24,-26.11246487182308,28.0534545602656,65.0,-1.0,2018-01-15T14:02:12Z
2018-01-15T14:03:55Z,2018-01-15T14:03:52Z,668CF55A,-26.112531200123474,28.05338430674806,65.0,-1.0,2018-01-15T14:03:53Z
2018-01-15T14:02:38Z,2018-01-15T14:02:04Z,DE99C068,0,0,0,0,0
2018-01-15T14:05:21Z,2018-01-15T14:04:47Z,351cc11e,0,0,0,0,0
2018-01-15T14:02:41Z,2018-01-15T14:02:07Z,351cc11e,0,0,0,0,0
2018-01-15T14:02:06Z,2018-01-15T14:02:04Z,49237154,-26.112494801745836,28.053497472790983,65.0,-1.0,2018-01-15T14:02:05Z
2018-01-15T14:02:40Z,2018-01-15T14:02:02Z,57acfecc,0,0,0,0,0
2018-01-15T14:05:08Z,2018-01-15T14:02:36Z,4ad7afa9,-26.10989,28.055002,9.0,1.0900459,2018-01-15T06:23:46Z
2018-01-15T14:02:37Z,2018-01-15T14:02:01Z,ee16db3d,0,0,0,0,0
2018-01-15T14:04:11Z,2018-01-15T14:02:03Z,ae5c78cb,-26.11242,28.053827,16.0,0.6337441,2018-01-15T06:48:11Z
2018-01-15T14:02:33Z,2018-01-15T14:02:08Z,15FCA330,-26.11247744324323,28.053520130705532,65.0,-1.0,2018-01-15T14:02:08Z
2018-01-15T14:05:15Z,2018-01-15T14:05:07Z,594883B6,-26.112566994884922,28.053496143469097,65.0,-1.0,2018-01-15T14:05:14Z
2018-01-15T14:03:19Z,2018-01-15T14:02:46Z,351cc11e,0,0,0,0,0
2018-01-15T14:05:43Z,2018-01-15T14:05:41Z,2DB48222,-26.112507667361882,28.053460620966327,65.0,-1.0,2018-01-15T14:05:41Z
2018-01-15T14:04:44Z,2018-01-15T14:04:40Z,BF872527,-26.1124907581308,28.053422512946067,65.0,-1.0,2018-01-15T14:04:43Z
2018-01-15T14:05:16Z,2018-01-15T14:03:08Z,7f996b64,-26.112537,28.053118,350.0,1.3916247,2018-01-15T10:41:27Z
2018-01-15T14:05:24Z,2018-01-15T14:05:20Z,BA5B96DC,-26.112127,28.05397,11.792,3.19,2018-01-15T14:05:23Z
2018-01-15T14:04:55Z,2018-01-15T14:04:23Z,aa3cae36,0,0,0,0,0
2018-01-15T14:07:20Z,2018-01-15T14:06:47Z,351cc11e,0,0,0,0,0
2018-01-15T14:04:36Z,2018-01-15T14:02:41Z,15FCA330,-26.11247744324323,28.053520130705532,65.0,-1.0,2018-01-15T14:02:08Z
2018-01-15T14:05:22Z,2018-01-15T14:05:20Z,f1da2d96,-26.112139,28.053986,10.72,4.28,2018-01-15T14:05:22Z
2018-01-15T14:04:06Z,2018-01-15T14:04:03Z,EAEB787E,-26.112520795411488,28.052938993498298,165.0,-1.0,2018-01-15T14:04:04Z
2018-01-15T14:06:21Z,2018-01-15T14:05:48Z,351cc11e,0,0,0,0,0
2018-01-15T14:05:55Z,2018-01-15T14:05:48Z,b69df9bf,-26.112411,28.05358,14.5,0.25,2018-01-15T14:05:52Z
2018-01-15T15:12:16Z,2018-01-15T14:02:00Z,7b8fc21f,-26.112844,28.053759,16.0,0.0,2018-01-15T05:52:07Z
2018-01-15T16:45:55Z,2018-01-15T16:45:46Z,C1AAA3ED,-26.11253751409626,28.05322114956779,80.5401671500693,-1.0,2018-01-15T16:45:55Z
2018-01-15T16:46:27Z,2018-01-15T16:45:53Z,351cc11e,0,0,0,0,0
2018-01-15T17:09:03Z,2018-01-15T16:45:42Z,e8dd195b,-26.114521,28.05267,300.0,0.40526375,2018-01-15T14:21:27Z
2018-01-15T17:14:54Z,2018-01-15T16:45:42Z,EB0AADA7,-26.10586,28.046703,6.0,10.620291,2018-01-15T17:14:53Z
2018-01-15T21:17:20Z,2018-01-15T14:02:14Z,5EFD0A40,-26.06899,28.064276,15.17,0.0,2018-01-15T21:17:20Z
2018-01-16T17:16:41Z,2018-01-16T17:11:02Z,eb662d6f,-26.11096,28.052645,39.015694,1.4496001,2018-01-16T09:52:55Z
2018-01-16T17:10:02Z,2018-01-16T17:09:59Z,EF0502B7,-26.11248256479804,28.05318695049236,65.0,-1.0,2018-01-16T17:10:00Z
2018-01-16T17:09:51Z,2018-01-16T17:09:48Z,D76FF919,-26.112474621675556,28.05344360378006,65.0,-1.0,2018-01-16T17:09:48Z
2018-01-16T17:12:35Z,2018-01-16T17:12:29Z,D648CFCA,-26.112476412980417,28.053240491436775,65.0,-1.0,2018-01-16T17:12:35Z
2018-01-16T17:14:15Z,2018-01-16T17:14:13Z,CE753B0E,-26.112504300060735,28.053253568659695,65.0,-1.0,2018-01-16T17:14:13Z
2018-01-16T17:14:14Z,2018-01-16T17:14:13Z,D18A5447,-26.112504300060735,28.053253568659695,65.0,-1.0,2018-01-16T17:14:13Z
2018-01-16T17:54:55Z,2018-01-16T17:10:18Z,12804a2f,-26.112381,28.052353,96.0,0.2533121,2018-01-16T09:15:28Z
2018-02-02T07:45:47Z,2018-02-02T06:03:35Z,47c565fc,-26.105131,28.056183,48.0,0.104820296,2018-02-02T06:03:44Z
2018-01-18T09:47:23Z,2018-01-18T09:46:33Z,50EC9059,-26.112486,28.053503,48.0,0.58203185,2018-01-18T09:47:22Z
2018-01-18T09:47:03Z,2018-01-18T09:46:55Z,E7CDB0D8,-26.1125726520243,28.05342806367665,155.8389208569949,-1.0,2018-01-18T09:47:03Z
2018-01-18T09:48:50Z,2018-01-18T09:48:18Z,351cc11e,0,0,0,0,0
2018-01-18T09:47:03Z,2018-01-18T09:47:00Z,2EA9D726,-26.112479366511252,28.05310508181733,65.0,-1.0,2018-01-18T09:47:01Z
2018-01-18T09:47:01Z,2018-01-18T09:46:59Z,B23348F9,-26.11252433408295,28.05335079910883,64.0,-1.0,2018-01-18T09:46:59Z
2018-01-18T09:47:06Z,2018-01-18T09:46:59Z,A7DD8DB3,-26.112480962256644,28.0534675016745,65.0,-1.0,2018-01-18T09:47:00Z
2018-01-18T09:46:58Z,2018-01-18T09:46:55Z,25887E8C,-26.112416340560213,28.05326313592929,65.0,-1.0,2018-01-18T09:46:55Z
2018-01-18T09:47:33Z,2018-01-18T09:46:57Z,26E26DE9,0,0,0,0,0
2018-01-18T09:47:57Z,2018-01-18T09:47:51Z,DF045151,-26.112453092204674,28.053461727298544,65.0,-1.0,2018-01-18T09:47:57Z
2018-01-18T09:47:04Z,2018-01-18T09:46:56Z,F74E4DDB,-26.11250188512662,28.05342543648122,65.0,-1.0,2018-01-18T09:46:55Z
2018-01-18T09:48:23Z,2018-01-18T09:47:48Z,d173fc62,0,0,0,0,0
2018-01-18T09:47:09Z,2018-01-18T09:47:03Z,D648CFCA,-26.11245579637883,28.053413794872874,65.0,-1.0,2018-01-18T09:47:09Z
2018-01-18T09:49:01Z,2018-01-18T09:46:56Z,7f996b64,-26.112885,28.053352,192.0,2.2659552,2018-01-18T06:35:53Z
2018-01-18T09:47:57Z,2018-01-18T09:47:46Z,AFDAF9EF,-26.11249813476063,28.053460920734004,65.0,-1.0,2018-01-18T09:47:56Z
2018-01-18T09:48:17Z,2018-01-18T09:48:13Z,22CBEA39,-26.112517034415177,28.053457033890428,64.0,-1.0,2018-01-18T09:48:14Z
2018-01-18T09:47:04Z,2018-01-18T09:46:55Z,9E0B587B,-26.1125726520243,28.05342806367665,155.8389208569949,-1.0,2018-01-18T09:47:03Z
2018-01-18T09:47:06Z,2018-01-18T09:46:59Z,5C16398E,-26.112480962256644,28.0534675016745,65.0,-1.0,2018-01-18T09:47:00Z
2018-01-18T09:48:27Z,2018-01-18T09:47:52Z,26E26DE9,0,0,0,0,0
